author	affiliation	abstract_id	role	session_id	presenter
Scott Williamson	Bocconi University, Italy	1607	p	NA	y
Cyrill Otteni	Technical University Dresden / Forum MIDEM, Germany	1603	p	NA	y
Morgan Le Corre Juratic	Aarhus University, Denmark	1602	p	NA	y
Pedro Martín	European University Institute, Italy	1601	p	NA	y
Ingrid Faleide	University of Bergen, Norway	1600	p	NA	y
James Kung	University of Hong Kong, Hong Kong	160	p	NA	n
Jun Fang	University of Michigan, USA	160	p	NA	y
Matthew Singer	University of Connecticut, USA	1599	p	NA	y
Timothy Hellwig	Indiana University, USA	1599	p	NA	y
Vanessa Cheng-Matsuno	London School of Economics, United Kingdom	1597	p	NA	y
David Kaufmann	ETH Zürich, Switzerland	1596	p	NA	n
Malte Wehr	ETH Zürich, Switzerland	1596	p	NA	y
Michael Wicke	ETH Zürich, Switzerland	1596	p	NA	n
Stefan Wittwer	ETH Zürich, Switzerland	1596	p	NA	n
Brandon Park	Soongsil University, Korea, Republic of	1595	p	NA	n
Mary Stegmaier	University of Missouri, USA	1595	p	NA	y
Michael Lewis-Beck	University of Iowa, USA	1595	p	NA	n
Konstantin Bogatyrev	Bocconi University, Italy	1594	p	NA	n
Violeta Haas	Humboldt-Universität zu Berlin, Germany	1594	p	NA	y
Paola Galano Toro	ETH Zurich, Switzerland	1592	p	NA	y
Josef Woldense	University of Minnesota, USA	1591	p	NA	y
Matthew Wilson	University of South Carolina, USA	1591	p	NA	n
Anna-Lena Hönig	University of Konstanz, Germany	1590	p	NA	n
Roman Krtsch	University of Konstanz, Germany	1590	p	NA	y
Melanie Dietz	Goethe-University Frankfurt am Main, Germany	1586	p	NA	y
Sigrid Rossteutscher	Goethe-University Frankfurt am Main, Germany	1586	p	NA	n
Ellen Key	Appalachian State University, USA	1585	p	NA	n
Kathleen Donovan	Redistricting Data Hub, USA	1585	p	NA	n
Matthew Lebo	University of Western Ontario, Canada	1585	p	NA	y
Paul Kellstedt	Texas A&M, USA	1585	p	NA	n
Alberto de León	University of Strathclyde, United Kingdom	1584	p	NA	y
Silvia Clavería	University Carlos III of Madrid, Spain	1584	p	NA	y
Simon Ellerbrock	MZES, University of Mannheim, Germany	1583	p	NA	y
Dursun Peksen	University of Memphis, USA	1581	p	NA	n
Omer Zarpli	Bilkent University, Turkey	1581	p	NA	y
Anders Ejrnæs	Roskilde University, Denmark	1580	p	NA	n
Mads Dagnis Jensen	Copenhagen Business School, Denmark	1580	p	NA	y
Tomasz Drabowicz	University of Lodz, Poland	1580	p	NA	n
Shea Minter	Georgetown University, USA	158	p	NA	y
Sophie Prantil	King's College London, United Kingdom	1579	p	NA	y
Albert López Ortega	Vrije Universiteit Amsterdam, Netherlands	1576	p	NA	y
Denise Roth	Vrije Universiteit Amsterdam, Netherlands	1576	p	NA	n
Mariken van der Velden	Vrije Universiteit Amsterdam, Netherlands	1576	p	NA	n
Puck Guldemond	Wageningen University & Research, Netherlands	1576	p	NA	n
Carl Dahlström	University of Gothenburg, Sweden	1575	p	NA	n
Mikael Holmgren	Örebro University, Sweden	1575	p	NA	y
Guy Whitten	Texas A&M University, USA	1574	p	NA	y
David Szakonyi	George Washington University, USA	1571	p	NA	y
Lasse Leipziger	Aarhus University, Denmark	1570	p	NA	y
Matilde Thorsen	Aarhus University, Denmark	1570	p	NA	n
Svend-Erik Skaaning	Aarhus University, Denmark	1570	p	NA	n
Katelyn Nutley	University of Cologne, Germany	1569	p	NA	y
Alexander Pacek	Texas A&M University College Station, USA	1568	p	NA	y
Benjamin Radcliff	University of Notre Dame, USA	1568	p	NA	n
Elin Haugsgjerd Allern	University of Oslo, Norway	1566	p	NA	y
Gunnar Thesen	University of Stavanger, Norway	1566	p	NA	n
Maiken Røed	University of Oslo, Norway	1566	p	NA	n
Lluís Orriols	University Carlos III, Spain	1563	p	NA	n
Xavier Romero-Vidal	Cambridge University, United Kingdom	1563	p	NA	n
Jeremy Ferwerda	Dartmouth College, USA	156	p	NA	n
Sascha Riaz	Oxford University, United Kingdom	156	p	NA	y
Lesley-Ann Daniels	University of Oslo, Norway	1559	p	NA	y
Luís Martínez Lorenzo	IBEI (Institut Barcelona d'Estudis Internacionals, Spain	1559	p	NA	n
Ericka Rascon  Ramirez	Middlesex University, United Kingdom	1556	p	NA	n
Steven Finkel	University of Pittsburgh, USA	1556	p	NA	n
Felix Münchow	University of Mannheim, Germany	1552	p	NA	y
Harald Schoen	University of Mannheim, Germany	1552	p	NA	n
Jason Reifler	University of Exeter, United Kingdom	1552	p	NA	n
Matthias Mader	University of Konstanz, Germany	1552	p	NA	n
Eyke Hüllermeier	LMU Munich, Computer Science, Germany	1551	p	NA	n
Fabian Haggerty	LMU Munich, Political Science, Germany	1551	p	NA	n
Viktor Bengs	LMU Munich, Computer Science, Germany	1551	p	NA	n
Cameron Macaskill	Ohio State University, USA	1548	p	NA	n
Marianne Ulriksen	University of Southern Denmark, Denmark	1548	p	NA	n
Sarah Brooks	Ohio State University, USA	1548	p	NA	y
Leonie Rettig	University of Mannheim, Germany	1547	p	NA	y
Lukas Isermann	University of Mannheim, Germany	1547	p	NA	n
Stefanie Reher	University of Strathclyde, United Kingdom	1543	p	NA	y
Yulia Lemesheva	University of Strathclyde, United Kingdom	1543	p	NA	n
Alexandra Scacco	WZB Berlin Social Science Center, Germany	1541	p	NA	y
Alexandra Siegel	University of Colorado-Bounder, USA	1541	p	NA	n
Chagai Weiss	Stanford University, USA	1541	p	NA	n
Lior Sheffer	Tel Aviv University, Israel	1537	p	NA	n
Nina Serdarevic	Norwegian Tax Authority, Norway	1537	p	NA	y
Troy Saghaug Broderstad	UiT - The Arctic University of Norway, Norway	1537	p	NA	n
Kaitlin Alper	University of Southern Denmark, Denmark	1535	p	NA	y
Sean Norton	Princeton University, USA	1535	p	NA	n
Alejandro Lopez	New York University, USA	1534	p	NA	y
Arturas Rozenas	New York University, USA	1534	p	NA	n
Morgan Le Corre Juratic	Aarhus University, Denmark	1533	p	NA	n
Álvaro Canalejo-Molero	University of Lucerne, Switzerland	1533	p	NA	y
Nina Lopez Uroz	European University Institute, Italy	1532	p	NA	y
Davide Angelucci	LUISS University Rome, Italy	1531	p	NA	n
Marco Improta	LUISS University Rome, Italy	1531	p	NA	n
Romain Lachat	SciencesPo Paris, France	1531	p	NA	y
Philip Manow	University of Bremen, Germany	1530	p	NA	n
Vera Troeger	University of Hamburg, Germany	1530	p	NA	n
Verena Fetscher	University of Hamburg, Germany	1530	p	NA	y
Nina Maureen Cadorin	University of Oslo, Norway	1529	p	NA	n
E. Keith Smith	ETH Zürich, Switzerland	1528	p	NA	n
Kay W. Axhausen	ETH Zürich, Switzerland	1528	p	NA	n
Soenke Ehret	HEC Lausanne, Switzerland	1527	p	NA	y
Jan Zilinsky	Technical University of Munich, Germany	1526	p	NA	y
Spyros Kosmidis	Oxford University, United Kingdom	1526	p	NA	n
Yannis Theocharis	Technical University of Munich, Germany	1526	p	NA	n
Kristian Vrede Skaaning Frederiksen	Aarhus University, Denmark	1524	p	NA	y
Richard Traunmüller	University of Mannheim, Germany	1523	p	NA	n
Luís Russo	European University Institute, Italy	1521	p	NA	y
Mirna El Masri	University of Mannheim, Germany	1519	p	NA	y
Sophia Hunger	WZB Berlin Social Science Center, Germany	1517	p	NA	y
Malu Gatto	University College London, United Kingdom	1516	p	NA	y
Victor Araújo	University of Zurich, Switzerland	1516	p	NA	n
Wang Leung Ting	University of Reading, United Kingdom	1515	p	NA	y
André Schmale	Bergische Universität Wuppertal, Germany	1514	p	NA	y
Michael Franke	Bergische Universität Wuppertal, Germany	1514	p	NA	y
Sanja Vico	University of Exeter, United Kingdom	1512	p	NA	n
Elizabeth Simon	Queen Mary University, United Kingdom	1510	p	NA	n
Stuart Turnbull-Dugarte	University of Southampton, United Kingdom	1510	p	NA	y
Karmen Misiou	European University Institute, Italy	1504	p	NA	y
Lise Bjånesøy	University of Bergen, Norway	1503	p	NA	y
Alberto López	UV Amsterdam, Netherlands	1502	p	NA	y
Leire Rincón	Universitat Autònoma de Barcelona, Spain	1502	p	NA	y
Emily Sellars	Yale University, USA	1501	p	NA	y
Ana Ines Langer	University of Glasgow, United Kingdom	1499	p	NA	n
Johannes Gruber	Vrije Universiteit Amsterdam, Netherlands	1499	p	NA	y
Michael Vaughan	The London School of Economics and Political Science, United Kingdom	1499	p	NA	n
Tim Henrichsen	University of Warwick, United Kingdom	1499	p	NA	n
Cesar Zucco	FGV, Brazil	1498	p	NA	n
Felipe Nunes	UFMG, Brazil	1498	p	NA	n
Natalia Bueno	Emory University, USA	1498	p	NA	y
Ani Baghumyan	University of Bern, Switzerland	1497	p	NA	y
Aytalina Kulichkina	University of Vienna, Austria	1497	p	NA	n
Christian Pipal	University of Amsterdam, Netherlands	1497	p	NA	n
Lara Kobilke	LMU Munich, Germany	1497	p	NA	y
Felipe Nunes	UFMG, Brazil	1494	p	NA	n
Frederico Batista Pereira	UNCC, USA	1494	p	NA	n
João Pedro Oliveira	Independent Researcher, Brazil	1494	p	NA	n
Nara Pavão	UFPE, Brazil	1494	p	NA	n
Natalia Bueno	Emory University, USA	1494	p	NA	y
Valerie Wirtschafter	Brookings Institute, USA	1494	p	NA	n
Fabrizio Gilardi	University of Zurich, Switzerland	1491	p	NA	n
Karsten Donnay	University of Zurich, Switzerland	1491	p	NA	n
Laura Bronner	ETH Zürich, Switzerland	1491	p	NA	y
Ferdinand Geissler	Humboldt University of Berlin, Germany	1490	p	NA	n
Johannes Giesecke	Humboldt University of Berlin, Germany	1490	p	NA	n
Macartan Humphreys	WZB, Columbia, Germany	1490	p	NA	n
Dylan Paltra	University of Zurich, Switzerland	1489	p	NA	y
Karsten Donnay	University of Zurich, Switzerland	1489	p	NA	n
Giorgio Malet	University of Zurich, Switzerland	1486	p	NA	n
Stefanie Walter	University of Zurich, Switzerland	1486	p	NA	y
Anthea Alberto	University of Basel, Switzerland	1485	p	NA	n
Clint Claessen	University of Basel, Switzerland	1485	p	NA	n
Maxime Walder	University of Geneva, Switzerland	1485	p	NA	n
Nathalie Giger	University of Geneva, Switzerland	1485	p	NA	n
Lauren Leek	European University Institute, Italy	1480	p	NA	n
Matilde Ceron	European University Institute, Italy	1480	p	NA	y
Daniele Guariso	Turing Institute, United Kingdom	1479	p	NA	y
Stefano Costalli	University of Florence, Italy	1479	p	NA	n
Magalí Serra Duran	European University Institute, Italy	1478	p	NA	y
Andreas Küpfer	Technische Universität Darmstadt, Germany	1477	p	NA	y
Christian Arnold	Cardiff University, United Kingdom	1477	p	NA	n
Allan Sikk	University College London, United Kingdom	1473	p	NA	n
Paulina Sałek-Lipcean	University College London, United Kingdom	1473	p	NA	y
Raimondas Ibenskas	University of Bergen, Norway	1473	p	NA	y
Matias Engdal Christensen	Aarhus University, Denmark	1471	p	NA	y
Elise Frelin	University of Strathclyde, United Kingdom	147	p	NA	n
Laurence Rowley-Abel	University of Edinburgh, United Kingdom	147	p	NA	n
Max-Valentin Robert	University of Nottingham, United Kingdom	147	p	NA	n
William Daniel	University of Nottingham, United Kingdom	147	p	NA	y
Nina von Uexkull	Uppsala University, Sweden	1469	p	NA	n
Anne Lise Fimreite	University of Bergen, Norway	1468	p	NA	n
Kiran Auerbach	University of Zurich, Switzerland	1468	p	NA	y
Felix Grünewald	Chemnitz Technical University, Germany	1466	p	NA	y
Julian Wucherpfennig	Hertie School, Germany	1464	p	NA	y
Lukas Rudolph	LMU Munich, Germany	1462	p	NA	y
Alejandro Martínez-Marquina	University of Southern California, USA	1460	p	NA	n
Teresa Esteban-Casanelles	King's College London, United Kingdom	1460	p	NA	y
Alessia Invernizzi	University Konstanz, Germany	1456	p	NA	y
Michael Jankowski	University of Oldenburg, Germany	1454	p	NA	n
Anthea Alberto	University of Basel, Switzerland	1453	p	NA	n
Clint Claessen	University of Basel, Switzerland	1453	p	NA	y
Maxime Walder	University of Geneva, Switzerland	1453	p	NA	n
Julian Vierlinger	European University Institute, Italy	1452	p	NA	y
Lucy Barnes	University College London, United Kingdom	1447	p	NA	y
Tim Hicks	University College London, United Kingdom	1447	p	NA	y
Lorenzo Crippa	University of Strathclyde, United Kingdom	1446	p	NA	n
Claas Mertens	University of Oxford, United Kingdom	1443	p	NA	y
Bence Kováts	European University Institute & Centre for Economic and Regional Studies (Békéscsaba, Hungary), Italy	1442	p	NA	y
Sebastian Kohl	Freie Universität Berlin, Germany	1442	p	NA	n
Christoph Hönnige	Leibniz University Hannover, Germany	1440	p	NA	n
Dominic Nyhuis	Leibniz University Hannover, Germany	1440	p	NA	n
Merle Huber	Leibniz University Hannover, Germany	1440	p	NA	n
Philipp Köker	Leibniz University Hannover, Germany	1440	p	NA	n
Tilko Swalve	Leibniz University Hannover, Germany	1440	p	NA	y
Asimina Michailidou	University of Oslo, Norway	1439	p	NA	n
Daniel Naurin	University of Oslo, Norway	1439	p	NA	n
OEyvind Stiansen	University of Oslo, Norway	1439	p	NA	y
Joaquín Rozas	Universidad Pompeu Fabra, Spain	1436	p	NA	y
Juan Pablo Orrego	The University of Edinburgh, United Kingdom	1436	p	NA	y
Alex Hartland	University of Manchester, United Kingdom	1435	p	NA	y
Garret Binding	University of Zurich, Switzerland	1431	p	NA	n
Jelle Koedam	University of Zurich, Switzerland	1431	p	NA	y
Marco Steenbergen	University of Zurich, Switzerland	1431	p	NA	n
Anna Clemente	European University Institute, Italy	1429	p	NA	y
Amalie Nilsen	University of Oslo, Norway	1428	p	NA	y
Hanne Fjelde	Uppsala University, Sweden	1428	p	NA	n
Ida Rudolfsen	PRIO, Norway	1428	p	NA	n
Marianne Dahl	PRIO, Norway	1428	p	NA	n
Andres Reiljan	University of Tartu, Estonia	1424	p	NA	y
Karen Nershi	Stanford University, USA	1423	p	NA	n
Rubén García del Horno	Universitat Autonoma de Barcelona, Spain	1421	p	NA	n
Pedro Martín	European University Institute, Italy	1420	p	NA	y
Lucienne Engelhardt	Westfälische Wilhelms-Universität Münster, Germany	1418	p	NA	y
Henrik Serup Christensen	Åbo Akademi University, Finland	1416	p	NA	n
Inga Saikkonen	Åbo Akademi University, Finland	1416	p	NA	y
Jochen Rehmert	University of Zurich, Switzerland	1413	p	NA	y
Petra Schleiter	University of Oxford, United Kingdom	1413	p	NA	n
Devorah Manekin	Hebrew University of Jerusalem, Israel	1410	p	NA	y
John-Henry Pezzuto	University of California San Diego, USA	1410	p	NA	n
Roni Porat	Hebrew University of Jerusalem, Israel	1410	p	NA	n
Sarit Larry	aChord Center, Israel	1410	p	NA	n
Noah Nathan	MIT, USA	141	p	NA	n
Paul Atwell	University of Michigan, USA	141	p	NA	n
Sarah Brierley	London School of Economics, United Kingdom	141	p	NA	y
Alexander Schmidt-Catran	Goethe University Frankfurt, Germany	1409	p	NA	n
Richard Traunmüller	University of Mannheim, Germany	1409	p	NA	n
Sascha Göbel	Goethe University Frankfurt, Germany	1409	p	NA	y
Lars Brummel	Leiden University, Netherlands	1407	p	NA	n
Stefanie Beyens	Utrecht University, Netherlands	1407	p	NA	y
Maren Lüdecke	University of Konstanz, Germany	1406	p	NA	y
Alberto López-Ortega	VU Amsterdam, Netherlands	1403	p	NA	n
Stuart Turnbull-Dugarte	University of Southampton, United Kingdom	1403	p	NA	y
Leire Rincón	Universitat Autònoma de Barcelona, Spain	1401	p	NA	y
Jon Slapin	University of Zurich, Switzerland	14	p	NA	n
Lucas Leemann	University of Zurich, Switzerland	14	p	NA	n
Anouk Rigterink	Durham University, United Kingdom	1398	p	NA	y
Mareike Schomerus	Busara Center for Behavioral Economics, Kenya	1398	p	NA	n
Michael Jacobs	University College London, United Kingdom	1397	p	NA	y
Amélie Godefroidt	University of Leuven, Belgium	1396	p	NA	n
Fernando Mendez	University of Zurich, Switzerland	1396	p	NA	n
Micha Germann	University of Bath, United Kingdom	1396	p	NA	y
Robert Liñeira	University of Glasgow, United Kingdom	1394	p	NA	y
Frederick Chen	Nanyang Technological University, Singapore	1393	p	NA	y
Daniel Cruz	University of Copenhagen, Denmark	1392	p	NA	y
Patrícia Calca	ISCTE-CIES, Portugal	1391	p	NA	y
Sebastian Koehler	King's College London, United Kingdom	1391	p	NA	n
Micha Germann	University of Bath, United Kingdom	1389	p	NA	y
Frederick Chen	Nanyang Technological University, Singapore	1387	p	NA	y
Jian Xu	National University of Singapore, Singapore	1387	p	NA	n
Susanne Rhein	ETH Zürich, Switzerland	1385	p	NA	y
Patrícia Calca	ISCTE-CIES, Portugal	1384	p	NA	n
Sebastian Koehler	King's College London, United Kingdom	1384	p	NA	y
Anne-Kathrin Stroppe	GESIS - Leibniz Insitute for the Social Sciences, Germany	1381	p	NA	y
Matt Malis	Princeton University, USA	1380	p	NA	y
Michael Joseph	UC San Diego, USA	1380	p	NA	n
Cal Le Gall	University of Vienna, Austria	1378	p	NA	y
Carolina Plescia	University of Vienna, Austria	1378	p	NA	n
María Belén Abdala	University of Vienna, Austria	1378	p	NA	n
Ming Boyer	University of Vienna, Austria	1378	p	NA	n
Antonia C. May	GESIS Leibniz Institute for the Social Sciences, Germany	1377	p	NA	y
Fabio Wasserfallen	University of Bern, Switzerland	1376	p	NA	y
Théoda Woeffray	University of Bern, Switzerland	1376	p	NA	n
Leon David Küstermann	European University Institute, Italy	1375	p	NA	y
Andreas Videbæk Jensen	Aarhus University, Denmark	1374	p	NA	y
Conrad Ziller	University of Duisburg-Essen, Germany	1373	p	NA	y
Teresa Hummler	University of Duisburg-Essen, Germany	1373	p	NA	y
Maximilian Haag	LMU Munich, Germany	1372	p	NA	y
Martin Vinæs Larsen	Aarhus University, Denmark	1370	p	NA	y
Leon David Küstermann	European University Institute, Italy	1368	p	NA	y
Julie Hassing Nielsen	Lund University, Sweden	1367	p	NA	y
Lena Röllicke	WZB Berlin Social Science Center, Germany	1366	p	NA	y
Kay Axhausen	ETH-Zurich, Switzerland	1363	p	NA	n
Keith Smith	ETH-Zurich, Switzerland	1363	p	NA	y
Martin Acheampong	German Institute for Global and Area Studies (GIGA), Germany	136	p	NA	y
Zach Dickson	London School of Economics, United Kingdom	1359	p	NA	y
Federica Genovese	University of Essex, United Kingdom	1355	p	NA	n
Carlos Vargas-Silva	University of Oxford, United Kingdom	1353	p	NA	n
Isabel Ruiz	University of Oxford, United Kingdom	1353	p	NA	y
Luisa Freier	Universidad del Pacífico, Peru	1353	p	NA	n
Matthew Bird	Universidad del Pacífico, Peru	1353	p	NA	n
William Allen	University of Oxford, United Kingdom	1353	p	NA	y
Clara Vandeweerdt	University of Copenhagen, Denmark	1351	p	NA	y
Frederik Hjorth	University of Copenhagen, Denmark	1351	p	NA	n
Gregory Eady	University of Copenhagen, Denmark	1351	p	NA	n
Peter Thisted Dinesen	University of Copenhagen, Denmark	1351	p	NA	n
Daniel Auer	University of Mannheim, Germany	135	p	NA	y
Markus Freitag	University of Bern, Switzerland	135	p	NA	n
Maximilian Filsinger	University of Bern, Switzerland	135	p	NA	n
Sara B Hobolt	London School of Economics, United Kingdom	1348	p	NA	n
Zach Dickson	London School of Economics, United Kingdom	1348	p	NA	y
Mehmet Yavuz	Central European University, Austria	1347	p	NA	n
Zdravko Veljanov	Central European University, Austria	1347	p	NA	y
Marianne Dahl	PRIO, Norway	1346	p	NA	y
Mauricio Rivera	PRIO, Norway	1346	p	NA	n
Samir Khalil	University of Potsdam, Germany	1344	p	NA	y
Tjaden Jasper	University of Potsdam, Germany	1344	p	NA	n
Christian Strippel	Weizenbaum Institut, Germany	1343	p	NA	n
Katharina Heger	Weizenbaum Institut, Germany	1343	p	NA	y
Laura Leißner	Weizenbaum Institut, Germany	1343	p	NA	n
Martin Emmer	Free University Berlin, Germany	1343	p	NA	n
Bernd Beber	RWI - Leibniz Institute for Economic Research, Germany	1342	p	NA	y
Sarah Frohnweiler	RWI - Leibniz Institute for Economic Research, Germany	1342	p	NA	n
Birte Gippert	University of Liverpool, United Kingdom	1335	p	NA	n
Ed Fieldhouse	University of Manchester, United Kingdom	1331	p	NA	n
Jonathan Mellon	United States Military Academy West Point, USA	1331	p	NA	n
Maria Sobolewska	University of Manchester, United Kingdom	1331	p	NA	y
Nicole Martin	University of Manchester, United Kingdom	1331	p	NA	n
Stephen Fisher	University of Oxford, United Kingdom	1331	p	NA	n
Carlotta Giustozzi	Goethe University Frankfurt, Germany	1330	p	NA	y
Markus Gangl	Goethe University Frankfurt, Germany	1330	p	NA	n
